py_ix,ITEM_ID,COLLECTION,NAME,DESCRIPTION,IMAGE,CATEGORY,MINT_USD,BID_USD,ORDER_USD,BUYERS,N_SALES,what,style,theme,color,season,occasion,who,adult flag,Preview
185,0x59c919ebbeb319e7c254e9da72f58e1f7a17269f-0,0x59c919ebbeb319e7c254e9da72f58e1f7a17269f,NF Studio Series  Smearballs,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x59c919ebbeb319e7c254e9da72f58e1f7a17269f:0/thumbnail,upper_body,0,0,13.72448536,2,3,shirt,t shirt,hockey,black,summer,christmas,skier,no,
186,0x5a763a98c87b32be8edc91beb81bfca3daadf330-2,0x5a763a98c87b32be8edc91beb81bfca3daadf330,Club Lights Bermuda,Bershka x Amnesia collection.Amnesia picture print satin bermuda,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x5a763a98c87b32be8edc91beb81bfca3daadf330:2/thumbnail,lower_body,78.8514681,0,0,16,18,bag,bra,orange,orange,summer,party,woman,no,
187,0xbb293f4f76e81353e768c5b973802742b6a81899-3,0xbb293f4f76e81353e768c5b973802742b6a81899,Red Pants,A pair of shiny red pants,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xbb293f4f76e81353e768c5b973802742b6a81899:3/thumbnail,lower_body,14.54093724,0.04033356327,1.6358042,15,27,wetsuit,tube,clown,red,summer,party,clown,no,
188,0x68f49361b0e662b4401beda8d9d3d05128ca2053-5,0x68f49361b0e662b4401beda8d9d3d05128ca2053,Pet Carrier,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x68f49361b0e662b4401beda8d9d3d05128ca2053:5/thumbnail,upper_body,0,0,3.391154084,7,8,cat in hat,cat in hat,cat in hat,blue,winter,birthday,cartoon,no,
189,0xee419359bf6cc73d2262e96f4b6b007ed1bad9d6-1,0xee419359bf6cc73d2262e96f4b6b007ed1bad9d6,CyberBomber Flama // FBRN,Original CyberBomber // FBRN // Flex your collection,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xee419359bf6cc73d2262e96f4b6b007ed1bad9d6:1/thumbnail,upper_body,51.715002,0,3.258241157,2,3,jacket,biker,back to future,yellow,summer,party,biker,no,
190,0x023d684ea6a1be6d07c03da9738b83959e4d2fa7-1,0x023d684ea6a1be6d07c03da9738b83959e4d2fa7,Dive Bar Tee,Limited edition White T-shirt,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x023d684ea6a1be6d07c03da9738b83959e4d2fa7:1/thumbnail,upper_body,0,1.938230278,5.81171048,4,8,shirt,t shirt,bar,white,summer,party,man,no,
191,0x4338f507041cde6802a89e22f14d3adae1451dbc-0,0x4338f507041cde6802a89e22f14d3adae1451dbc,1Existence Hoodie - RGB,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x4338f507041cde6802a89e22f14d3adae1451dbc:0/thumbnail,upper_body,33.18412986,0,0.9231392884,17,25,shirt,t shirt,mario,blue,summer,birthday,child,no,
192,0xd1d1d5c0f8e5fdd5fe3ae1c2977fbc1194eec94f-0,0xd1d1d5c0f8e5fdd5fe3ae1c2977fbc1194eec94f,Jack Frost Diary of a Hero Shirt,Jack Frost Episode 3 Diary of a Hero Digital Wearable,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xd1d1d5c0f8e5fdd5fe3ae1c2977fbc1194eec94f:0/thumbnail,upper_body,8.616139724,0,0,2,2,shirt,t shirt,shirtless,brown,summer,party,skater,yes,
193,0x4d536d1f7fe9e20a4d9ec60d54d1ba5275d44c8c-0,0x4d536d1f7fe9e20a4d9ec60d54d1ba5275d44c8c,Oasis Arcade Promo Jacket,Welcome to Oasis!,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x4d536d1f7fe9e20a4d9ec60d54d1ba5275d44c8c:0/thumbnail,upper_body,0,0,3.056598903,8,8,snowboard,tie dye,tie dye,multicolored,summer,summer,snowboarder,no,
194,0x391a9d534fe7f6d15521c033157c3cd58a1da3b8-0,0x391a9d534fe7f6d15521c033157c3cd58a1da3b8,Peacock Couture,Live Your Extra Peacock lyf in this Endo x Michi Colab Piece <3,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x391a9d534fe7f6d15521c033157c3cd58a1da3b8:0/thumbnail,upper_body,128.1305744,0,9.957370128,13,14,dress,peacock,peacock,green,summer,party,woman,no,
195,0x8ae1f9f24ffb53806721a8de2ab7af9be39e635d-15,0x8ae1f9f24ffb53806721a8de2ab7af9be39e635d,Golf Slacks,This NFT will grant you access to ICE Poker Tournament Mode,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x8ae1f9f24ffb53806721a8de2ab7af9be39e635d:15/thumbnail,lower_body,0,3.248741404,9.162968774,6,6,pants,pants,checkered,black and red,winter,party,man,no,
196,0x11b804bec37cddc70aef6eab0b88d6c6c59c4621-0,0x11b804bec37cddc70aef6eab0b88d6c6c59c4621,Potion Maker Top,Wizard Potion Maker with bonuses at Wilderness P2E,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x11b804bec37cddc70aef6eab0b88d6c6c59c4621:0/thumbnail,upper_body,369.642195,16.75981161,26.66052327,8,8,costume,hoodie,alien,green,summer,halloween,male,no,
197,0x354d8533259907cecfb4c5127793c545d4cb4a64-2,0x354d8533259907cecfb4c5127793c545d4cb4a64,LION Cereals Jacket,,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x354d8533259907cecfb4c5127793c545d4cb4a64:2/thumbnail,upper_body,0,0,14.00296544,12,17,jacket,hoodie,fast food,red yellow and black,winter,christmas,child,no,
198,0x7fab080935634659552c28638e4ef022715903ba-3,0x7fab080935634659552c28638e4ef022715903ba,Sandwalker Shendyt,Oasis Arcade Sandwalker Set,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x7fab080935634659552c28638e4ef022715903ba:3/thumbnail,lower_body,0,0,7.626331129,8,10,suit,circus,circus,red,summer,party,clown,no,
199,0x332c7801fd892d62156403b86e659ea3bc204dbc-1,0x332c7801fd892d62156403b86e659ea3bc204dbc,Montra Marauder Trousers,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x332c7801fd892d62156403b86e659ea3bc204dbc:1/thumbnail,lower_body,1341.292161,0,274.9648929,11,11,leggings,leggings,halloween,red,winter,halloween,woman,yes,
200,0xc11b9d892e12cfaca551551345266d60e9abff6e-4,0xc11b9d892e12cfaca551551345266d60e9abff6e,Random Ravers UNTZ T-Shirt,The Raverse Stage at MVMF 2022,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xc11b9d892e12cfaca551551345266d60e9abff6e:4/thumbnail,upper_body,0,0,2.233776045,13,21,shirt,t shirt,t shirt,black,summer,party,athlete,no,
201,0x3f0ba00d6a98db91f92e5e04accc9735a6fc562d-1,0x3f0ba00d6a98db91f92e5e04accc9735a6fc562d,Stoney Cyberbot 420 Upper,Bionic Cyber Arms and Chest,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x3f0ba00d6a98db91f92e5e04accc9735a6fc562d:1/thumbnail,upper_body,205.3495437,34.25610728,0,8,8,costume,alien,alien,green,summer,halloween,alien,no,
202,0x6be08c7c93d8a27ac76214a7ee85d73a89f79a89-0,0x6be08c7c93d8a27ac76214a7ee85d73a89f79a89,Stoney Roots Rock Reggae Beanie,Red Gold & Green,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x6be08c7c93d8a27ac76214a7ee85d73a89f79a89:0/thumbnail,hat,109.7455153,2.636089878,8.485567165,43,52,hat,beanie,jamaica,black,summer,summer,clown,no,
203,0xc63d572084f4a2cce3d2d8b46be375be9f47e510-0,0xc63d572084f4a2cce3d2d8b46be375be9f47e510,8020 Black Track Pants,GS Gear - The 8020 DeFi - Learn More - gsgnft.com,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xc63d572084f4a2cce3d2d8b46be375be9f47e510:0/thumbnail,lower_body,10.68896771,0,0,2,2,shorts,sports,sports,black,summer,party,male,no,
204,0x936f7846db05297b33f19e38db87a879e8fc79a0-1,0x936f7846db05297b33f19e38db87a879e8fc79a0,TH - Varsity Jacket,The Americana trend is reflected in this jacket with patches,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x936f7846db05297b33f19e38db87a879e8fc79a0:1/thumbnail,upper_body,290.7532109,0,0,18,20,jersey,baseball,football,blue red and white,summer,baseball,baseball player,no,
205,0x74b1469a861063837d06a8686c6b5a29225e0aca-2,0x74b1469a861063837d06a8686c6b5a29225e0aca,AO2023 Thongs,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x74b1469a861063837d06a8686c6b5a29225e0aca:2/thumbnail,feet,0,0,1.37900313,2,2,tennis shoes,flats,tennis,pink and green,summer,tennis,tennis player,no,
206,0xbdfafaba905928b641181610b9098b3bafc90482-0,0xbdfafaba905928b641181610b9098b3bafc90482,VVV Gdzll Wearverse Hoodie,Wearverse x Gdzll,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xbdfafaba905928b641181610b9098b3bafc90482:0/thumbnail,upper_body,12.91388421,0.9021875252,0,6,6,snowboard,ski,alien,black,winter,winter,snowboarder,no,
207,0x1bed3c8e8ad5aebfdc97a5f1abed7fa46038b09c-0,0x1bed3c8e8ad5aebfdc97a5f1abed7fa46038b09c,MANA GOLDEN Suit,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x1bed3c8e8ad5aebfdc97a5f1abed7fa46038b09c:0/thumbnail,upper_body,133.3266642,0,0,16,17,costume,victorian,pirates,black,winter,formal,pirate,no,
208,0xd6114ec98774a5544cf2480171ac0720a327f88d-0,0xd6114ec98774a5544cf2480171ac0720a327f88d,ARCH Dress For Decentral Games,Desinged for MetaMineS2 FashionMine,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xd6114ec98774a5544cf2480171ac0720a327f88d:0/thumbnail,lower_body,0,119.2270973,0,1,2,hat,sequin,abstract,blue,summer,party,person,no,
209,0x4d89706e87b466d7119f6dc237e92080562135bd-0,0x4d89706e87b466d7119f6dc237e92080562135bd,Colorverse X BAYC #7942 Jacket,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x4d89706e87b466d7119f6dc237e92080562135bd:0/thumbnail,upper_body,0,6.748693978,3.911944208,5,11,baseball jersey,baseball,baseball,red,summer,baseball,baseball player,no,
210,0xd69a8bba538d171433c83327ace7f729bccc4adf-2,0xd69a8bba538d171433c83327ace7f729bccc4adf,Forbes Prestige,Show elegance while in the Forbes Prestige blue and gold,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xd69a8bba538d171433c83327ace7f729bccc4adf:2/thumbnail,upper_body,0,0,3.7610002,16,16,costume,crossdressing,alien,blue,summer,school,female,no,
211,0x17a009bc2a642711a2e0eb58bc760fa520f9ca91-5,0x17a009bc2a642711a2e0eb58bc760fa520f9ca91,Villager Armored Dress [Lvl. 5],"Through farming expertise, some Villagers expand their authority",https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x17a009bc2a642711a2e0eb58bc760fa520f9ca91:5/thumbnail,upper_body,13.78337158,0,0,1,1,costume,medieval,medieval,brown,winter,halloween,knight,no,
212,0x168ea124480bee0caa6673a8b761ae02b98b758d-0,0x168ea124480bee0caa6673a8b761ae02b98b758d,Boss Babe Knee High Black Boots,Boss Babe Knee High Black Boots,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x168ea124480bee0caa6673a8b761ae02b98b758d:0/thumbnail,feet,107.5256182,0,0,12,13,high heels,high heels,black,black,winter,party,woman,yes,
213,0x956b8d57066fc3d2562de22efd63624a1ba56e35-15,0x956b8d57066fc3d2562de22efd63624a1ba56e35,MVFW22 Emerald Coat,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x956b8d57066fc3d2562de22efd63624a1ba56e35:15/thumbnail,upper_body,0,51.83011531,146.7004822,16,22,brooch,peacock,peacock,green,summer,summer,woman,no,
214,0xdd649d6daceff4e504231718868d577a67feb18a-16,0xdd649d6daceff4e504231718868d577a67feb18a,Plague Walkers (ICE Level 2),The Plague Walkers (ICE Level 2) give 7-15% bonus in ICE Poker,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xdd649d6daceff4e504231718868d577a67feb18a:16/thumbnail,feet,0,0,93.61922503,1,1,shoes,high heels,gothic,green,summer,formal,woman,no,
215,0x17a009bc2a642711a2e0eb58bc760fa520f9ca91-6,0x17a009bc2a642711a2e0eb58bc760fa520f9ca91,Villager Rookie Jacket [Lvl. 1],"A peaceful routine, a dull life, limited skilled Magikans",https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x17a009bc2a642711a2e0eb58bc760fa520f9ca91:6/thumbnail,upper_body,3.445842896,0,0,1,1,costume,medieval,medieval,brown,winter,halloween,medieval,no,
216,0xac9fbf1a4e8e3100963334f91d8b81cdbc372882-1,0xac9fbf1a4e8e3100963334f91d8b81cdbc372882,Spece Rabbit Jacket,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xac9fbf1a4e8e3100963334f91d8b81cdbc372882:1/thumbnail,upper_body,20.74741557,0,0,2,2,snowsuit,space suit,space,white,winter,christmas,skier,no,
217,0x0dc28547b88100eb6b3f3890f0501607aa5dd6be-0,0x0dc28547b88100eb6b3f3890f0501607aa5dd6be,Future Blossom | DG x BBD,This wearable can be used to play ICE Poker Arcade.,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x0dc28547b88100eb6b3f3890f0501607aa5dd6be:0/thumbnail,upper_body,119.8463811,3.351565683,37.92321858,30,32,dress,dress,dance,black and pink,summer,formal,mannequin,no,
218,0x4badd174def80dc4c71e26ef9de4d2c6a69ee0c0-1,0x4badd174def80dc4c71e26ef9de4d2c6a69ee0c0,Wizard Robe of Life,A wizard Robe with Health Bonus in Wilderness P2E.,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x4badd174def80dc4c71e26ef9de4d2c6a69ee0c0:1/thumbnail,upper_body,0,0,10.2614741,1,1,dress,victorian,gothic,purple,summer,halloween,mannequin,no,
219,0x69ef84c0e6c9a458969e6ed9556c1ac43e3d2d79-6,0x69ef84c0e6c9a458969e6ed9556c1ac43e3d2d79,Patria y Vida Tee,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x69ef84c0e6c9a458969e6ed9556c1ac43e3d2d79:6/thumbnail,upper_body,0,0,0.1329813324,1,1,shirt,dress,castle,blue,summer,party,person,no,
220,0xfb8f85195aa9412918366a2d8a6e6ad02f22b9e3-5,0xfb8f85195aa9412918366a2d8a6e6ad02f22b9e3,WZ Mandarin Gown,WZ Mandarin Gown,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xfb8f85195aa9412918366a2d8a6e6ad02f22b9e3:5/thumbnail,upper_body,37.02672966,0,0,1,1,dress,dress,dress,red,summer,wedding,woman,no,
221,0xa3ac7a9574110a549efe81864e3d6de4b76683d2-0,0xa3ac7a9574110a549efe81864e3d6de4b76683d2,Roland Creativity Hat,,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xa3ac7a9574110a549efe81864e3d6de4b76683d2:0/thumbnail,hat,0,0,0.8319031842,2,2,hat,baseball,baseball,orange,summer,baseball,baseball player,no,
222,0xfe0060850356328ab532be6ab034aa51d9d1744c-0,0xfe0060850356328ab532be6ab034aa51d9d1744c,Droffo T-Shirt,Droffo t-shirt for your stylish looks!,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xfe0060850356328ab532be6ab034aa51d9d1744c:0/thumbnail,upper_body,0,0,1.043165496,6,12,t shirt,t shirt,t shirt,black,summer,party,man,no,
223,0x4cc9486a8f01c17ca1766c6e4a0c9c866e4dd0ce-2,0x4cc9486a8f01c17ca1766c6e4a0c9c866e4dd0ce,Gerald T-shirt,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x4cc9486a8f01c17ca1766c6e4a0c9c866e4dd0ce:2/thumbnail,upper_body,0,0,0.7235800019,6,6,clown,clown,beach,rainbow,summer,party,clown,no,
224,0x956b8d57066fc3d2562de22efd63624a1ba56e35-3,0x956b8d57066fc3d2562de22efd63624a1ba56e35,MVMF22 T-Shirt Day 1,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x956b8d57066fc3d2562de22efd63624a1ba56e35:3/thumbnail,upper_body,0,0,12.28521246,16,21,shirt,t shirt,day,black,summer,birthday,athlete,no,
225,0xcde6c380db0b6d8d4d12d730912a2909b6e2cf6e-2,0xcde6c380db0b6d8d4d12d730912a2909b6e2cf6e,Capgemini - Xmas T-Shirt (2022),Capgemini Christmas 2022 Collection,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xcde6c380db0b6d8d4d12d730912a2909b6e2cf6e:2/thumbnail,upper_body,0,0,1.095860088,3,3,snowsuit,snowsuit,snowboarding,blue,winter,winter,skier,no,
226,0xe7550df6088f40a68add574e17b4aaf56c61fffe-0,0xe7550df6088f40a68add574e17b4aaf56c61fffe,The Fives Oceanfront Swimsuit,,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xe7550df6088f40a68add574e17b4aaf56c61fffe:0/thumbnail,upper_body,0,0,1.467253154,2,2,swimsuit,bikini,bikini,black,summer,swimming,woman,no,
227,0x161642537a070f6e764fdd3232e1d22175e33ab8-0,0x161642537a070f6e764fdd3232e1d22175e33ab8,Play4 De,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x161642537a070f6e764fdd3232e1d22175e33ab8:0/thumbnail,upper_body,0,16.35754687,33.24153457,9,11,hat,baseball,graduation,black,summer,graduation,pilot,no,
228,0x7fab080935634659552c28638e4ef022715903ba-2,0x7fab080935634659552c28638e4ef022715903ba,Sandwalker Sandals,Oasis Arcade Sandwalker Set,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x7fab080935634659552c28638e4ef022715903ba:2/thumbnail,feet,0,0,8.316150482,10,13,boots,crocs,sock,yellow,summer,party,woman,no,
229,0x69dd87963952a0ed3703fce475b99e2c8d8e2fc5-1,0x69dd87963952a0ed3703fce475b99e2c8d8e2fc5,NF Studio Series Kyle Confehr,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x69dd87963952a0ed3703fce475b99e2c8d8e2fc5:1/thumbnail,upper_body,0,2.905501633,11.19009045,10,14,shirt,teapot,tea party,blue,summer,graduation,chef,no,
230,0x7a5b6c57057954f65b2c1e44024d94d7da239a3e-0,0x7a5b6c57057954f65b2c1e44024d94d7da239a3e,Grumpy Kitty,White TShirt with Cat for OG's,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x7a5b6c57057954f65b2c1e44024d94d7da239a3e:0/thumbnail,upper_body,8.921168058,0,0,3,3,t shirt,t shirt,cat,white,summer,birthday,child,no,
231,0x67e365f217cfe172b13a40beac72b917bd0b8a36-3,0x67e365f217cfe172b13a40beac72b917bd0b8a36,Strap sandals,,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x67e365f217cfe172b13a40beac72b917bd0b8a36:3/thumbnail,feet,8.553718642,0,0,3,3,heels,high heels,gothic,black,summer,dress up,skier,no,
232,0x6fb1174b1d61acbe8538bc279c7f5cc9b196eb68-0,0x6fb1174b1d61acbe8538bc279c7f5cc9b196eb68,Poppy Black Suit,Poppy Black Suit collab of Poppy and Soul Magic,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x6fb1174b1d61acbe8538bc279c7f5cc9b196eb68:0/thumbnail,upper_body,12.08546443,1.347416363,1.142878112,5,5,suit,knitted,knitted,black and white,winter,party,person,no,
233,0x64f25e44de2aa7d940c6d40c4ad9f21d8b19877f-4,0x64f25e44de2aa7d940c6d40c4ad9f21d8b19877f,Springfield Boot Cut Trousers,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x64f25e44de2aa7d940c6d40c4ad9f21d8b19877f:4/thumbnail,lower_body,8.459405255,1.147835725,2.871104953,4,4,leggings,leggings,neon,green,summer,party,person,no,
234,0xd81dcebc0769f1f055352f4588bbcc55e08d1c60-0,0xd81dcebc0769f1f055352f4588bbcc55e08d1c60,Apprentice Berserker Suit,This wearable offers increased attributes for Dice Masters Game.,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xd81dcebc0769f1f055352f4588bbcc55e08d1c60:0/thumbnail,upper_body,0,15.80633699,79.8063865,33,56,costume,steampunk,halloween,brown,winter,halloween,person,no,
235,0x7a5b6c57057954f65b2c1e44024d94d7da239a3e-2,0x7a5b6c57057954f65b2c1e44024d94d7da239a3e,OG Moon,Blue night sweater fluo moons. For OG's,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x7a5b6c57057954f65b2c1e44024d94d7da239a3e:2/thumbnail,upper_body,8.62224449,0,0,2,2,tie,necktie,polka dot,black and white,summer,birthday,woman,yes,
